"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"ECO105","Rifle Truck and Trailer - ECO105","CO","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-03-23","1612","2022-04-06","1598","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI527","JNTS Marine Pros LLC -WI527","WI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","dormant","50","N/A","0","2","0","0","0","0","0","0","0","2025-01-08","589","2022-03-18","1617","2020-05-01","2303","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 590 days (last visit was Jan 8, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"MO160","Wehr RV -MO160","MO","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-03-10","1625","2022-03-24","1611","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"CO123","RV Retailer Colorado, LLC - CO123","CO","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-03-05","1630","2022-02-25","1638","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MO196","BYERLY RV - MO196","MO","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-04-16","856","2022-02-28","1635","2022-03-18","1617","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TN117","Smallwoods Camper and Trailer Sales -TN117","TN","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-25","1638","2021-04-15","1954","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"END101","Woodland Marine - END101","ND","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-24","1639","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AL108","Rambo Marine - Hazel Green -AL108","AL","Jeff Smith","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","5","0","0","0","0","0","0","0","2025-08-20","365","2022-02-22","1641","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 6 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 6 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MO181","OZARK MOTOR SPORTS - MO181","MO","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-08-21","729","2022-02-21","1642","2021-08-26","1821","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"GA108","Skiers Marine Gainesville - GA108","GA","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-16","1647","2022-03-24","1611","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ESC113","Labries RV LLC - Spartanburg - ESC113","SC","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-11","1652","2021-10-13","1773","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IN133","The RV Center, Inc. -IN133","IN","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-10","1653","2021-06-09","1899","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MO169","B and B Boats and Bikes -MO169","MO","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-11-15","643","2022-02-07","1656","2021-06-10","1898","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"NE113","SEALAND MARINE - NE113","NE","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-02-06","1657","2021-08-04","1843","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI429","BISH'S RV OF GRAND RAPIDS - MI429","MI","Dan Zilberchtein","COMFORT_STOP","empty_friction","dormant","87","N/A","0","3","0","0","0","0","0","0","0","2025-01-16","581","2022-02-03","1660","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts. | 💤 Inactive / Dormant Status: Unvisited for 582 days (last visit was Jan 16, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"MO122","Surdyke Yamaha and Marine -MO122","MO","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-07-17","764","2022-02-03","1660","2021-06-14","1894","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN290","Northland Auto Center, Inc. -MN290","MN","Dan Zilberchtein","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","4","0","0","0","0","0","0","0","2025-06-05","441","2022-02-01","1662","2022-02-11","1652","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 6 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 6 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MN817","THE BOAT CENTER - RAMSEY - MN817","MN","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-01-27","1667","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"EWA102","King Salmon Marine Inc - EWA102","WA","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-01-26","1668","2022-02-14","1649","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ETN122","Beech Lake Marine Inc - ETN122","TN","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-01-26","1668","2022-02-02","1661","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IN112","Bill Gardiner RV -IN112","IN","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-01-21","1673","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI426","Tommys Slalom Shop Inc.-MI426","MI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2022-01-20","1674","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI423","International RV World - Mt. Pleasant -MI423","MI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-12-22","1703","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI323","Northtown Motorhomes -MI323","MI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-12-16","1709","2022-01-05","1689","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ232","Vans RV -AZ232","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-12-15","1710","2021-12-28","1697","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL177","JOURNEY USA RV LLC - FL177","FL","Ward Stoutimore","COMFORT_STOP","empty_friction","dormant","87","N/A","0","3","0","0","0","0","0","0","0","2025-07-22","394","2021-12-01","1724","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts. | 💤 Inactive / Dormant Status: Unvisited for 395 days (last visit was Jul 22, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"KY122","BIG DADDY RVS - KY122","KY","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-11-27","1728","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"KS101","Four Seasons RV Acres, Inc -KS101","KS","Jeff Weller","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-07-31","750","2021-11-22","1733","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IL220","Tri State Motors - IL220","IL","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-11-13","1742","2021-11-18","1737","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"GA106","PARK MARINE BOATING CENTERS - GA106","GA","Jeff Smith","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","6","0","0","0","0","0","0","0","2025-09-03","351","2021-11-09","1746","2021-07-14","1864","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 6 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 6 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MN142","Rays Sport and Marine-MH -MN142","MN","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-11-04","1751","2022-01-17","1677","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ303","STATE 48 RV - AZ303","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-10-27","1759","2021-11-15","1740","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX317","Family Powersports San Angelo -TX317","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-10-26","1760","2021-07-30","1848","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ENC123","Above Water Marine - ENC123","NC","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-10-26","1760","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX442","ICONIC LLC - TX442","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-10-19","1767","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"EFL109","Palmers Astor Marine - EFL109","FL","S1 House","INSUFFICIENT_DATA","unexplored","dormant","40","N/A","0","1","0","0","0","0","0","0","0","2025-07-10","406","2021-10-08","1778","2021-11-10","1745","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 407 days (last visit was Jul 10, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"TX188","Sherrod I-10 RV Sales, LLC -TX188","TX","George Ott","INSUFFICIENT_DATA","unexplored","dormant","50","N/A","0","2","0","0","0","0","0","0","0","2025-06-17","429","2021-09-28","1788","2021-09-14","1802","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential. | 💤 Inactive / Dormant Status: Unvisited for 430 days (last visit was Jun 17, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"ESD103","Rugby Homes and RV Center - ESD103","SD","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-22","1794","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ268","Smooth Finish RV Center/Cassones RV -AZ268","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-21","1795","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA157","Browns Sales and Leasing - IA157","IA","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","91","N/A","0","0","2","0","0","0","0","0","0","Never","Never","2026-07-11","41","Never","Never","2","0","0","2","0","0","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 91%). | Field reps have conducted 4 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 4 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"EKY104","Lee RV Center EKY104","KY","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-17","1799","2021-07-22","1856","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA190","Moffitts Inc - IA190","IA","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-11-20","638","2021-09-16","1800","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IA114","Malone Motorsports - IA114","IA","Genevieve Coulombe","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-11-21","637","2021-09-15","1801","2021-10-13","1773","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"GA100","DUNLAP FAMILY RV NORTH GEORGIA -GA100","GA","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-15","1801","2021-10-13","1773","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX200","Sherrod RV Center Inc -TX200","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","2","0","0","0","0","0","0","0","2025-10-23","301","2021-09-13","1803","2021-11-04","1751","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ269","Blue Diamond Home and RV -AZ269","AZ","Ericka Dominguez","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","1","0","0","0","0","0","0","0","2025-10-23","301","2021-09-13","1803","2020-09-22","2159","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ECO102","Four Corners RV - ECO102","CO","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-13","1803","2021-10-29","1757","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL110","RV KOUNTRY - FL110","FL","Ward Stoutimore","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-11","1805","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX329","Fishin World Performance Boats, INc -TX329","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-10","1806","2020-06-03","2270","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"OH179","South Shore Marine -OH179","OH","Janet Harrington","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","5","0","0","0","0","0","0","0","2025-04-25","482","2021-09-08","1808","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 6 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 6 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"FL107","Tropical Marine - FL107","FL","Pam Carter","INSUFFICIENT_DATA","unexplored","not_monitored","50","N/A","0","1","0","0","0","0","0","0","0","2025-08-14","371","2021-09-07","1809","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 2 in-person visits and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX218","Texas Mastercraft - TX218","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-09-01","1815","2021-10-13","1773","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ235","Cowboys RV Mart -AZ235","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-08-31","1816","2021-07-12","1866","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
